doc_id,arxiv_id,title,abstract,authors,published,updated,primary_category,domain,topic_id,topic,source_url,query
D0142,2406.17608v2,Test-time generative augmentation for medical image segmentation,"Medical image segmentation is critical for clinical diagnosis, treatment planning, and monitoring, yet segmentation models often struggle with uncertainties stemming from occlusions, ambiguous boundaries, and variations in imaging devices. Traditional test-time augmentation (TTA) techniques typically rely on predefined geometric and photometric transformations, limiting their adaptability and effectiveness in complex medical scenarios. In this study, we introduced Test-Time Generative Augmentation (TTGA), a novel augmentation strategy specifically tailored for medical image segmentation at inference time. Different from conventional augmentation strategies that suffer from excessive randomness or limited flexibility, TTGA leverages a domain-fine-tuned generative model to produce contextually relevant and diverse augmentations tailored to the characteristics of each test image. Built upon diffusion model inversion, a masked null-text inversion method is proposed to enable region-specific augmentations during sampling. Furthermore, a dual denoising pathway is designed to balance precise identity preservation with controlled variability. We demonstrate the efficacy of our TTGA through extensive experiments across three distinct segmentation tasks spanning nine datasets. Our results consistently demonstrate that TTGA not only improves segmentation accuracy (with DSC gains ranging from 0.1% to 2.3% over the baseline) but also offers pixel-wise error estimation (with DSC gains ranging from 1.1% to 29.0% over the baseline). The source code and demonstration are available at: https://github.com/maxiao0234/TTGA.",Xiao Ma; Yuhui Tao; Zetian Zhang; Yuhan Zhang; Xi Wang; Sheng Zhang; Zexuan Ji; Yizhe Zhang; Qiang Chen; Guang Yang,2024-06-25T14:53:01Z,2026-01-02T08:06:11Z,cs.CV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2406.17608v2,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0143,1805.08841v3,Distribution Matching Losses Can Hallucinate Features in Medical Image Translation,"This paper discusses how distribution matching losses, such as those used in CycleGAN, when used to synthesize medical images can lead to mis-diagnosis of medical conditions. It seems appealing to use these new image synthesis methods for translating images from a source to a target domain because they can produce high quality images and some even do not require paired data. However, the basis of how these image translation models work is through matching the translation output to the distribution of the target domain. This can cause an issue when the data provided in the target domain has an over or under representation of some classes (e.g. healthy or sick). When the output of an algorithm is a transformed image there are uncertainties whether all known and unknown class labels have been preserved or changed. Therefore, we recommend that these translated images should not be used for direct interpretation (e.g. by doctors) because they may lead to misdiagnosis of patients based on hallucinated image features by an algorithm that matches a distribution. However there are many recent papers that seem as though this is the goal.",Joseph Paul Cohen; Margaux Luck; Sina Honari,2018-05-22T20:06:33Z,2018-10-03T05:44:12Z,cs.CV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/1805.08841v3,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0144,2303.07034v3,Pretrained ViTs Yield Versatile Representations For Medical Images,"Convolutional Neural Networks (CNNs) have reigned for a decade as the de facto approach to automated medical image diagnosis, pushing the state-of-the-art in classification, detection and segmentation tasks. Over the last years, vision transformers (ViTs) have appeared as a competitive alternative to CNNs, yielding impressive levels of performance in the natural image domain, while possessing several interesting properties that could prove beneficial for medical imaging tasks. In this work, we explore the benefits and drawbacks of transformer-based models for medical image classification. We conduct a series of experiments on several standard 2D medical image benchmark datasets and tasks. Our findings show that, while CNNs perform better if trained from scratch, off-the-shelf vision transformers can perform on par with CNNs when pretrained on ImageNet, both in a supervised and self-supervised setting, rendering them as a viable alternative to CNNs.",Christos Matsoukas; Johan Fredin Haslum; Moein Sorkhei; Magnus Söderberg; Kevin Smith,2023-03-13T11:53:40Z,2024-11-15T15:31:44Z,cs.CV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2303.07034v3,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0145,2510.25164v2,Transformers in Medicine: Improving Vision-Language Alignment for Medical Image Captioning,"We present a transformer-based multimodal framework for generating clinically relevant captions for MRI scans. Our system combines a DEiT-Small vision transformer as an image encoder, MediCareBERT for caption embedding, and a custom LSTM-based decoder. The architecture is designed to semantically align image and textual embeddings, using hybrid cosine-MSE loss and contrastive inference via vector similarity. We benchmark our method on the MultiCaRe dataset, comparing performance on filtered brain-only MRIs versus general MRI images against state-of-the-art medical image captioning methods including BLIP, R2GenGPT, and recent transformer-based approaches. Results show that focusing on domain-specific data improves caption accuracy and semantic alignment. Our work proposes a scalable, interpretable solution for automated medical image reporting.",Yogesh Thakku Suresh; Vishwajeet Shivaji Hogale; Luca-Alexandru Zamfira; Anandavardhana Hegde,2025-10-29T04:49:20Z,2025-10-31T01:57:17Z,eess.IV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2510.25164v2,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0146,2305.17937v1,Attention Mechanisms in Medical Image Segmentation: A Survey,"Medical image segmentation plays an important role in computer-aided diagnosis. Attention mechanisms that distinguish important parts from irrelevant parts have been widely used in medical image segmentation tasks. This paper systematically reviews the basic principles of attention mechanisms and their applications in medical image segmentation. First, we review the basic concepts of attention mechanism and formulation. Second, we surveyed over 300 articles related to medical image segmentation, and divided them into two groups based on their attention mechanisms, non-Transformer attention and Transformer attention. In each group, we deeply analyze the attention mechanisms from three aspects based on the current literature work, i.e., the principle of the mechanism (what to use), implementation methods (how to use), and application tasks (where to use). We also thoroughly analyzed the advantages and limitations of their applications to different tasks. Finally, we summarize the current state of research and shortcomings in the field, and discuss the potential challenges in the future, including task specificity, robustness, standard evaluation, etc. We hope that this review can showcase the overall research context of traditional and Transformer attention methods, provide a clear reference for subsequent research, and inspire more advanced attention research, not only in medical image segmentation, but also in other image analysis scenarios.",Yutong Xie; Bing Yang; Qingbiao Guan; Jianpeng Zhang; Qi Wu; Yong Xia,2023-05-29T08:00:54Z,2023-05-29T08:00:54Z,eess.IV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2305.17937v1,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0147,2304.10582v2,Invariant Scattering Transform for Medical Imaging,"Over the years, the Invariant Scattering Transform (IST) technique has become popular for medical image analysis, including using wavelet transform computation using Convolutional Neural Networks (CNN) to capture patterns' scale and orientation in the input signal. IST aims to be invariant to transformations that are common in medical images, such as translation, rotation, scaling, and deformation, used to improve the performance in medical imaging applications such as segmentation, classification, and registration, which can be integrated into machine learning algorithms for disease detection, diagnosis, and treatment planning. Additionally, combining IST with deep learning approaches has the potential to leverage their strengths and enhance medical image analysis outcomes. This study provides an overview of IST in medical imaging by considering the types of IST, their application, limitations, and potential scopes for future researchers and practitioners.",Md Manjurul Ahsan; Shivakumar Raman; Zahed Siddique,2023-04-20T18:12:50Z,2023-05-31T17:02:48Z,eess.IV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2304.10582v2,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0148,2410.02458v3,MedVisionLlama: Leveraging Pre-Trained Large Language Model Layers to Enhance Medical Image Segmentation,"Large Language Models (LLMs), known for their versatility in textual data, are increasingly being explored for their potential to enhance medical image segmentation, a crucial task for accurate diagnostic imaging. This study explores enhancing Vision Transformers (ViTs) for medical image segmentation by integrating pre-trained LLM transformer blocks. Our approach, which incorporates a frozen LLM transformer block into the encoder of a ViT-based model, leads to substantial improvements in segmentation performance across various medical imaging modalities. We propose a Hybrid Attention Mechanism that combines global and local feature learning with a Multi-Scale Fusion Block for aggregating features across different scales. The enhanced model shows significant performance gains, including an average Dice score increase from 0.74 to 0.79 and improvements in accuracy, precision, and the Jaccard Index. These results demonstrate the effectiveness of LLM-based transformers in refining medical image segmentation, highlighting their potential to significantly boost model accuracy and robustness. The source code and our implementation are available at: https://github.com/AS-Lab/Marthi-et-al-2025-MedVisionLlama-Pre-Trained-LLM-Layers-to-Enhance-Medical-Image-Segmentation",Gurucharan Marthi Krishna Kumar; Aman Chadha; Janine Mendola; Amir Shmuel,2024-10-03T14:50:33Z,2025-08-19T03:21:25Z,eess.IV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2410.02458v3,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0149,2504.09441v2,Structure-Accurate Medical Image Translation via Dynamic Frequency Balance and Knowledge Guidance,"Multimodal medical images play a crucial role in the precise and comprehensive clinical diagnosis. Diffusion model is a powerful strategy to synthesize the required medical images. However, existing approaches still suffer from the problem of anatomical structure distortion due to the overfitting of high-frequency information and the weakening of low-frequency information. Thus, we propose a novel method based on dynamic frequency balance and knowledge guidance. Specifically, we first extract the low-frequency and high-frequency components by decomposing the critical features of the model using wavelet transform. Then, a dynamic frequency balance module is designed to adaptively adjust frequency for enhancing global low-frequency features and effective high-frequency details as well as suppressing high-frequency noise. To further overcome the challenges posed by the large differences between different medical modalities, we construct a knowledge-guided mechanism that fuses the prior clinical knowledge from a visual language model with visual features, to facilitate the generation of accurate anatomical structures. Experimental evaluations on multiple datasets show the proposed method achieves significant improvements in qualitative and quantitative assessments, verifying its effectiveness and superiority.",Jiahua Xu; Dawei Zhou; Lei Hu; Zaiyi Liu; Nannan Wang; Xinbo Gao,2025-04-13T05:48:13Z,2025-05-27T09:25:08Z,cs.CV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2504.09441v2,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0150,2312.00634v2,A Recent Survey of Vision Transformers for Medical Image Segmentation,"Medical image segmentation plays a crucial role in various healthcare applications, enabling accurate diagnosis, treatment planning, and disease monitoring. Traditionally, convolutional neural networks (CNNs) dominated this domain, excelling at local feature extraction. However, their limitations in capturing long-range dependencies across image regions pose challenges for segmenting complex, interconnected structures often encountered in medical data. In recent years, Vision Transformers (ViTs) have emerged as a promising technique for addressing the challenges in medical image segmentation. Their multi-scale attention mechanism enables effective modeling of long-range dependencies between distant structures, crucial for segmenting organs or lesions spanning the image. Additionally, ViTs' ability to discern subtle pattern heterogeneity allows for the precise delineation of intricate boundaries and edges, a critical aspect of accurate medical image segmentation. However, they do lack image-related inductive bias and translational invariance, potentially impacting their performance. Recently, researchers have come up with various ViT-based approaches that incorporate CNNs in their architectures, known as Hybrid Vision Transformers (HVTs) to capture local correlation in addition to the global information in the images. This survey paper provides a detailed review of the recent advancements in ViTs and HVTs for medical image segmentation. Along with the categorization of ViT and HVT-based medical image segmentation approaches, we also present a detailed overview of their real-time applications in several medical image modalities. This survey may serve as a valuable resource for researchers, healthcare practitioners, and students in understanding the state-of-the-art approaches for ViT-based medical image segmentation.",Asifullah Khan; Zunaira Rauf; Abdul Rehman Khan; Saima Rathore; Saddam Hussain Khan; Najmus Saher Shah; Umair Farooq; Hifsa Asif; Aqsa Asif; Umme Zahoora; Rafi Ullah Khalil; Suleman Qamar; Umme Hani Asif; Faiza Babar Khan; Abdul Majid; Jeonghwan Gwak,2023-12-01T14:54:44Z,2023-12-19T03:49:48Z,eess.IV,Healthcare_AI,T015,Medical image diagnosis using vision transformers,http://arxiv.org/abs/2312.00634v2,all:medical AND all:image AND all:diagnosis AND all:vision AND all:transformers
D0151,2006.10517v2,Privacy-Preserving Technology to Help Millions of People: Federated Prediction Model for Stroke Prevention,"Prevention of stroke with its associated risk factors has been one of the public health priorities worldwide. Emerging artificial intelligence technology is being increasingly adopted to predict stroke. Because of privacy concerns, patient data are stored in distributed electronic health record (EHR) databases, voluminous clinical datasets, which prevent patient data from being aggregated and restrains AI technology to boost the accuracy of stroke prediction with centralized training data. In this work, our scientists and engineers propose a privacy-preserving scheme to predict the risk of stroke and deploy our federated prediction model on cloud servers. Our system of federated prediction model asynchronously supports any number of client connections and arbitrary local gradient iterations in each communication round. It adopts federated averaging during the model training process, without patient data being taken out of the hospitals during the whole process of model training and forecasting. With the privacy-preserving mechanism, our federated prediction model trains over all the healthcare data from hospitals in a certain city without actual data sharing among them. Therefore, it is not only secure but also more accurate than any single prediction model that trains over the data only from one single hospital. Especially for small hospitals with few confirmed stroke cases, our federated model boosts model performance by 10%~20% in several machine learning metrics. To help stroke experts comprehend the advantage of our prediction system more intuitively, we developed a mobile app that collects the key information of patients' statistics and demonstrates performance comparisons between the federated prediction model and the single prediction model during the federated training process.",Ce Ju; Ruihui Zhao; Jichao Sun; Xiguang Wei; Bo Zhao; Yang Liu; Hongshan Li; Tianjian Chen; Xinwei Zhang; Dashan Gao; Ben Tan; Han Yu; Chuning He; Yuan Jin,2020-06-15T08:51:23Z,2020-12-15T02:51:30Z,cs.LG,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2006.10517v2,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0152,2409.00974v1,Enhancing Privacy in Federated Learning: Secure Aggregation for Real-World Healthcare Applications,"Deploying federated learning (FL) in real-world scenarios, particularly in healthcare, poses challenges in communication and security. In particular, with respect to the federated aggregation procedure, researchers have been focusing on the study of secure aggregation (SA) schemes to provide privacy guarantees over the model's parameters transmitted by the clients. Nevertheless, the practical availability of SA in currently available FL frameworks is currently limited, due to computational and communication bottlenecks. To fill this gap, this study explores the implementation of SA within the open-source Fed-BioMed framework. We implement and compare two SA protocols, Joye-Libert (JL) and Low Overhead Masking (LOM), by providing extensive benchmarks in a panel of healthcare data analysis problems. Our theoretical and experimental evaluations on four datasets demonstrate that SA protocols effectively protect privacy while maintaining task accuracy. Computational overhead during training is less than 1% on a CPU and less than 50% on a GPU for large models, with protection phases taking less than 10 seconds. Incorporating SA into Fed-BioMed impacts task accuracy by no more than 2% compared to non-SA scenarios. Overall this study demonstrates the feasibility of SA in real-world healthcare applications and contributes in reducing the gap towards the adoption of privacy-preserving technologies in sensitive applications.",Riccardo Taiello; Sergen Cansiz; Marc Vesin; Francesco Cremonesi; Lucia Innocenti; Melek Önen; Marco Lorenzi,2024-09-02T06:43:22Z,2024-09-02T06:43:22Z,cs.CR,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2409.00974v1,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0153,2409.19756v1,Advances in Privacy Preserving Federated Learning to Realize a Truly Learning Healthcare System,"The concept of a learning healthcare system (LHS) envisions a self-improving network where multimodal data from patient care are continuously analyzed to enhance future healthcare outcomes. However, realizing this vision faces significant challenges in data sharing and privacy protection. Privacy-Preserving Federated Learning (PPFL) is a transformative and promising approach that has the potential to address these challenges by enabling collaborative learning from decentralized data while safeguarding patient privacy. This paper proposes a vision for integrating PPFL into the healthcare ecosystem to achieve a truly LHS as defined by the Institute of Medicine (IOM) Roundtable.",Ravi Madduri; Zilinghan Li; Tarak Nandi; Kibaek Kim; Minseok Ryu; Alex Rodriguez,2024-09-29T20:02:40Z,2024-09-29T20:02:40Z,cs.CR,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2409.19756v1,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0154,2505.12153v2,Federated Deep Reinforcement Learning for Privacy-Preserving Robotic-Assisted Surgery,"The integration of Reinforcement Learning (RL) into robotic-assisted surgery (RAS) holds significant promise for advancing surgical precision, adaptability, and autonomous decision-making. However, the development of robust RL models in clinical settings is hindered by key challenges, including stringent patient data privacy regulations, limited access to diverse surgical datasets, and high procedural variability. To address these limitations, this paper presents a Federated Deep Reinforcement Learning (FDRL) framework that enables decentralized training of RL models across multiple healthcare institutions without exposing sensitive patient information. A central innovation of the proposed framework is its dynamic policy adaptation mechanism, which allows surgical robots to select and tailor patient-specific policies in real-time, thereby ensuring personalized and Optimised interventions. To uphold rigorous privacy standards while facilitating collaborative learning, the FDRL framework incorporates secure aggregation, differential privacy, and homomorphic encryption techniques. Experimental results demonstrate a 60\% reduction in privacy leakage compared to conventional methods, with surgical precision maintained within a 1.5\% margin of a centralized baseline. This work establishes a foundational approach for adaptive, secure, and patient-centric AI-driven surgical robotics, offering a pathway toward clinical translation and scalable deployment across diverse healthcare environments.",Sana Hafeez; Sundas Rafat Mulkana; Muhammad Ali Imran; Michele Sevegnani,2025-05-17T22:02:44Z,2025-10-28T18:06:02Z,cs.RO,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2505.12153v2,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0155,2308.01529v1,Towards Fair and Privacy Preserving Federated Learning for the Healthcare Domain,"Federated learning enables data sharing in healthcare contexts where it might otherwise be difficult due to data-use-ordinances or security and communication constraints. Distributed and shared data models allow models to become generalizable and learn from heterogeneous clients. While addressing data security, privacy, and vulnerability considerations, data itself is not shared across nodes in a given learning network. On the other hand, FL models often struggle with variable client data distributions and operate on an assumption of independent and identically distributed data. As the field has grown, the notion of fairness-aware federated learning mechanisms has also been introduced and is of distinct significance to the healthcare domain where many sensitive groups and protected classes exist. In this paper, we create a benchmark methodology for FAFL mechanisms under various heterogeneous conditions on datasets in the healthcare domain typically outside the scope of current federated learning benchmarks, such as medical imaging and waveform data formats. Our results indicate considerable variation in how various FAFL schemes respond to high levels of data heterogeneity. Additionally, doing so under privacy-preserving conditions can create significant increases in network communication cost and latency compared to the typical federated learning scheme.",Navya Annapareddy; Yingzheng Liu; Judy Fox,2023-08-03T04:08:06Z,2023-08-03T04:08:06Z,cs.CR,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2308.01529v1,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0156,2009.08294v1,Robust Aggregation for Adaptive Privacy Preserving Federated Learning in Healthcare,"Federated learning (FL) has enabled training models collaboratively from multiple data owning parties without sharing their data. Given the privacy regulations of patient's healthcare data, learning-based systems in healthcare can greatly benefit from privacy-preserving FL approaches. However, typical model aggregation methods in FL are sensitive to local model updates, which may lead to failure in learning a robust and accurate global model. In this work, we implement and evaluate different robust aggregation methods in FL applied to healthcare data. Furthermore, we show that such methods can detect and discard faulty or malicious local clients during training. We run two sets of experiments using two real-world healthcare datasets for training medical diagnosis classification tasks. Each dataset is used to simulate the performance of three different robust FL aggregation strategies when facing different poisoning attacks. The results show that privacy preserving methods can be successfully applied alongside Byzantine-robust aggregation techniques. We observed in particular how using differential privacy (DP) did not significantly impact the final learning convergence of the different aggregation strategies.",Matei Grama; Maria Musat; Luis Muñoz-González; Jonathan Passerat-Palmbach; Daniel Rueckert; Amir Alansary,2020-09-17T13:41:26Z,2020-09-17T13:41:26Z,cs.CR,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2009.08294v1,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0157,2106.01009v2,FedHealth 2: Weighted Federated Transfer Learning via Batch Normalization for Personalized Healthcare,"The success of machine learning applications often needs a large quantity of data. Recently, federated learning (FL) is attracting increasing attention due to the demand for data privacy and security, especially in the medical field. However, the performance of existing FL approaches often deteriorates when there exist domain shifts among clients, and few previous works focus on personalization in healthcare. In this article, we propose FedHealth 2, an extension of FedHealth \cite{chen2020fedhealth} to tackle domain shifts and get personalized models for local clients. FedHealth 2 obtains the client similarities via a pretrained model, and then it averages all weighted models with preserving local batch normalization. Wearable activity recognition and COVID-19 auxiliary diagnosis experiments have evaluated that FedHealth 2 can achieve better accuracy (10%+ improvement for activity recognition) and personalized healthcare without compromising privacy and security.",Yiqiang Chen; Wang Lu; Jindong Wang; Xin Qin,2021-06-02T08:10:50Z,2021-07-21T02:28:19Z,cs.LG,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2106.01009v2,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0158,2203.09702v1,Federated Learning for Privacy Preservation in Smart Healthcare Systems: A Comprehensive Survey,"Recent advances in electronic devices and communication infrastructure have revolutionized the traditional healthcare system into a smart healthcare system by using IoMT devices. However, due to the centralized training approach of artificial intelligence (AI), the use of mobile and wearable IoMT devices raises privacy concerns with respect to the information that has been communicated between hospitals and end users. The information conveyed by the IoMT devices is highly confidential and can be exposed to adversaries. In this regard, federated learning (FL), a distributive AI paradigm has opened up new opportunities for privacy-preservation in IoMT without accessing the confidential data of the participants. Further, FL provides privacy to end users as only gradients are shared during training. For these specific properties of FL, in this paper we present privacy related issues in IoMT. Afterwards, we present the role of FL in IoMT networks for privacy preservation and introduce some advanced FL architectures incorporating deep reinforcement learning (DRL), digital twin, and generative adversarial networks (GANs) for detecting privacy threats. Subsequently, we present some practical opportunities of FL in smart healthcare systems. At the end, we conclude this survey by providing open research challenges for FL that can be used in future smart healthcare systems",Mansoor Ali; Faisal Naeem; Muhammad Tariq; Geroges Kaddoum,2022-03-18T02:32:05Z,2022-03-18T02:32:05Z,eess.SY,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2203.09702v1,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0159,2511.09043v1,MedHE: Communication-Efficient Privacy-Preserving Federated Learning with Adaptive Gradient Sparsification for Healthcare,"Healthcare federated learning requires strong privacy guarantees while maintaining computational efficiency across resource-constrained medical institutions. This paper presents MedHE, a novel framework combining adaptive gradient sparsification with CKKS homomorphic encryption to enable privacy-preserving collaborative learning on sensitive medical data. Our approach introduces a dynamic threshold mechanism with error compensation for top-k gradient selection, achieving 97.5 percent communication reduction while preserving model utility. We provide formal security analysis under Ring Learning with Errors assumptions and demonstrate differential privacy guarantees with epsilon less than or equal to 1.0. Statistical testing across 5 independent trials shows MedHE achieves 89.5 percent plus or minus 0.8 percent accuracy, maintaining comparable performance to standard federated learning (p=0.32) while reducing communication from 1277 MB to 32 MB per training round. Comprehensive evaluation demonstrates practical feasibility for real-world medical deployments with HIPAA compliance and scalability to 100 plus institutions.",Farjana Yesmin,2025-11-12T06:50:48Z,2025-11-12T06:50:48Z,cs.CR,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2511.09043v1,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0160,2110.03478v2,Complex-valued Federated Learning with Differential Privacy and MRI Applications,"Federated learning enhanced with Differential Privacy (DP) is a powerful privacy-preserving strategy to protect individuals sharing their sensitive data for processing in fields such as medicine and healthcare. Many medical applications, for example magnetic resonance imaging (MRI), rely on complex-valued signal processing techniques for data acquisition and analysis. However, the appropriate application of DP to complex-valued data is still underexplored. To address this issue, from the theoretical side, we introduce the complex-valued Gaussian mechanism, whose behaviour we characterise in terms of $f$-DP, $(\varepsilon, δ)$-DP and Rényi-DP. Moreover, we generalise the fundamental algorithm DP stochastic gradient descent to complex-valued neural networks and present novel complex-valued neural network primitives compatible with DP. Experimentally, we showcase a proof-of-concept by training federated complex-valued neural networks with DP on a real-world task (MRI pulse sequence classification in $k$-space), yielding excellent utility and privacy. Our results highlight the relevance of combining federated learning with robust privacy-preserving techniques in the MRI context.",Anneliese Riess; Alexander Ziller; Stefan Kolek; Daniel Rueckert; Julia Schnabel; Georgios Kaissis,2021-10-07T14:03:00Z,2024-10-02T09:54:32Z,cs.CR,Healthcare_AI,T016,Federated learning for privacy-preserving healthcare AI,http://arxiv.org/abs/2110.03478v2,all:federated AND all:privacy AND all:preserving AND all:healthcare
D0161,2604.16450v1,FairLogue: Evaluating Intersectional Fairness across Clinical Machine Learning Use Cases using the All of Us Research Program,"Intersectional biases in healthcare data can produce compound disparities in clinical machine learning models, yet most fairness evaluations assess demographic attributes independently. FairLogue, a toolkit for intersectional fairness auditing, was applied across multiple clinical prediction tasks to evaluate disparities across combined demographic groups. Using the All of Us dataset, two published models were selected for replication and evaluation: (A) prediction of selective serotonin reuptake inhibitor associated bleeding events and (B) two-year stroke risk in patients with atrial fibrillation. Observational fairness metrics were computed across race, gender, and intersectional subgroups, followed by counterfactual analysis to evaluate whether disparities were attributable to group membership. Intersectional evaluation revealed larger disparities than single-axis analyses; however, counterfactual diagnostics indicated that most observed disparities were comparable to those expected under randomized group membership. These results highlight the importance of intersectional fairness auditing and demonstrate how FairLogue provides deeper insight into bias in clinical machine learning systems.",Nick Souligne; Vignesh Subbian,2026-04-07T19:50:10Z,2026-04-07T19:50:10Z,cs.CY,Healthcare_AI,T017,Bias and fairness in clinical machine learning models,http://arxiv.org/abs/2604.16450v1,all:bias AND all:fairness AND all:clinical AND all:machine
D0162,2604.04858v1,FairLogue: A Toolkit for Intersectional Fairness Analysis in Clinical Machine Learning Models,"Objective: Algorithmic fairness is essential for equitable and trustworthy machine learning in healthcare. Most fairness tools emphasize single-axis demographic comparisons and may miss compounded disparities affecting intersectional populations. This study introduces Fairlogue, a toolkit designed to operationalize intersectional fairness assessment in observational and counterfactual contexts within clinical settings. Methods: Fairlogue is a Python-based toolkit composed of three components: 1) an observational framework extending demographic parity, equalized odds, and equal opportunity difference to intersectional populations; 2) a counterfactual framework evaluating fairness under treatment-based contexts; and 3) a generalized counterfactual framework assessing fairness under interventions on intersectional group membership. The toolkit was evaluated using electronic health record data from the All of Us Controlled Tier V8 dataset in a glaucoma surgery prediction task using logistic regression with race and gender as protected attributes. Results: Observational analysis identified substantial intersectional disparities despite moderate model performance (AUROC = 0.709; accuracy = 0.651). Intersectional evaluation revealed larger fairness gaps than single-axis analyses, including demographic parity differences of 0.20 and equalized odds true positive and false positive rate gaps of 0.33 and 0.15, respectively. Counterfactual analysis using permutation-based null distributions produced unfairness (""u-value"") estimates near zero, suggesting observed disparities were consistent with chance after conditioning on covariates. Conclusion: Fairlogue provides a modular toolkit integrating observational and counterfactual methods for quantifying and evaluating intersectional bias in clinical machine learning workflows.",Nick Souligne; Vignesh Subbian,2026-04-06T17:03:03Z,2026-04-06T17:03:03Z,cs.LG,Healthcare_AI,T017,Bias and fairness in clinical machine learning models,http://arxiv.org/abs/2604.04858v1,all:bias AND all:fairness AND all:clinical AND all:machine
D0163,2307.16526v1,No Fair Lunch: A Causal Perspective on Dataset Bias in Machine Learning for Medical Imaging,"As machine learning methods gain prominence within clinical decision-making, addressing fairness concerns becomes increasingly urgent. Despite considerable work dedicated to detecting and ameliorating algorithmic bias, today's methods are deficient with potentially harmful consequences. Our causal perspective sheds new light on algorithmic bias, highlighting how different sources of dataset bias may appear indistinguishable yet require substantially different mitigation strategies. We introduce three families of causal bias mechanisms stemming from disparities in prevalence, presentation, and annotation. Our causal analysis underscores how current mitigation methods tackle only a narrow and often unrealistic subset of scenarios. We provide a practical three-step framework for reasoning about fairness in medical imaging, supporting the development of safe and equitable AI prediction models.",Charles Jones; Daniel C. Castro; Fabio De Sousa Ribeiro; Ozan Oktay; Melissa McCradden; Ben Glocker,2023-07-31T09:48:32Z,2023-07-31T09:48:32Z,cs.LG,Healthcare_AI,T017,Bias and fairness in clinical machine learning models,http://arxiv.org/abs/2307.16526v1,all:bias AND all:fairness AND all:clinical AND all:machine
D0164,1911.07679v1,Towards Quantification of Bias in Machine Learning for Healthcare: A Case Study of Renal Failure Prediction,"As machine learning (ML) models, trained on real-world datasets, become common practice, it is critical to measure and quantify their potential biases. In this paper, we focus on renal failure and compare a commonly used traditional risk score, Tangri, with a more powerful machine learning model, which has access to a larger variable set and trained on 1.6 million patients' EHR data. We will compare and discuss the generalization and applicability of these two models, in an attempt to quantify biases of status quo clinical practice, compared to ML-driven models.",Josie Williams; Narges Razavian,2019-11-18T15:04:31Z,2019-11-18T15:04:31Z,cs.LG,Healthcare_AI,T017,Bias and fairness in clinical machine learning models,http://arxiv.org/abs/1911.07679v1,all:bias AND all:fairness AND all:clinical AND all:machine
